source,title,doi,url,pdf_url,local_pdf,year,venue,query,abstract
arxiv,On groups whose geodesic growth is polynomial,,http://arxiv.org/abs/1009.5051v3,http://arxiv.org/pdf/1009.5051v3,/home/admin/dev/VRA/Novelty/math_search/papers/On_groups_whose_geodesic_growth_is_polynomial.pdf,,,exponential map finite group elements cyclic,"This note records some observations concerning geodesic growth functions. If
a nilpotent group is not virtually cyclic then it has exponential geodesic
growth with respect to all finite generating sets. On the other hand, if a
finitely generated group $G$ has an element whose normal closure is abelian and
of finite index, then $G$ has a finite generating set with respect to which the
geodesic growth is polynomial (this includes all virtually cyclic groups)."
arxiv,Power maps in finite groups,,http://arxiv.org/abs/1707.06696v4,http://arxiv.org/pdf/1707.06696v4,/home/admin/dev/VRA/Novelty/math_search/papers/Power_maps_in_finite_groups.pdf,,,exponential map finite group elements cyclic,"In recent work, Pomerance and Shparlinski have obtained results on the number
of cycles in the functional graph of the map $x \mapsto x^a$ in
$\mathbb{F}_p^*$. We prove similar results for other families of finite groups.
In particular, we obtain estimates for the number of cycles for cyclic groups,
symmetric groups, dihedral groups and $SL_2(\mathbb{F}_q)$. We also show that
the cyclic group of order $n$ minimizes the number of cycles among all
nilpotent groups of order $n$ for a fixed exponent. Finally, we pose several
problems."
arxiv,Hamiltonian Groups with Perfect Order Classes,,http://arxiv.org/abs/2010.09178v3,http://arxiv.org/pdf/2010.09178v3,/home/admin/dev/VRA/Novelty/math_search/papers/Hamiltonian_Groups_with_Perfect_Order_Classes.pdf,,,exponential map finite group elements cyclic,"A finite group is said to have ""perfect order classes"" if the number of
elements of any given order is either zero or a divisor of the order of the
group.
  The purpose of this note is to describe explicitly the finite Hamiltonian
groups with perfect order classes. We show that a finite Hamiltonian group has
perfect order classes if, and only if, it is isomorphic to the direct product
of the quaternion group of order $8$, a non-trivial cyclic $3$-group and a
group of order at most $2$.
  Theorem. A finite Hamiltonian group has perfect order classes if, and only
if, it is isomorphic either to $Q\times C_{3^k}$ or to $Q\times C_{2}\times
C_{3^k}$, for some positive integer $k$."
arxiv,Symmetric Complete Sum-free Sets in Cyclic Groups,,http://arxiv.org/abs/1703.04118v2,http://arxiv.org/pdf/1703.04118v2,/home/admin/dev/VRA/Novelty/math_search/papers/Symmetric_Complete_Sum-free_Sets_in_Cyclic_Groups.pdf,,,exponential map finite group elements cyclic,"We present constructions of symmetric complete sum-free sets in general
finite cyclic groups. It is shown that the relative sizes of the sets are dense
in $[0,\frac{1}{3}]$, answering a question of Cameron, and that the number of
those contained in the cyclic group of order $n$ is exponential in $n$. For
primes $p$, we provide a full characterization of the symmetric complete
sum-free subsets of $\mathbb{Z}_p$ of size at least $(\frac{1}{3}-c) \cdot p$,
where $c&gt;0$ is a universal constant."
arxiv,"Embedding finitely generated free-by-cyclic groups in {finitely
  generated free}-by-cyclic groups",,http://arxiv.org/abs/2510.10178v1,http://arxiv.org/pdf/2510.10178v1,/home/admin/dev/VRA/Novelty/math_search/papers/Embedding_finitely_generated_free-by-cyclic_groups_in_finitely_generated_free_-by-cyclic_groups.pdf,,,exponential map finite group elements cyclic,"We refine Feighn--Handel's results on subgroups of mapping tori of free
groups to the special case of free-by-cyclic groups. We use these refinements
to show that any finitely generated free-by-cyclic group embeds in a {finitely
generated free}-by-cyclic group. When the free-by-cyclic group is hyperbolic,
it embeds in a hyperbolic {finitely generated free}-by-cyclic group as a
quasi-convex subgroup. Combined with a result of Hagen--Wise, this implies that
all hyperbolic free-by-cyclic groups are cocompactly cubulated."
arxiv,Inverse zero-sum problems and algebraic invariants,,http://arxiv.org/abs/0806.3676v2,http://arxiv.org/pdf/0806.3676v2,/home/admin/dev/VRA/Novelty/math_search/papers/Inverse_zero-sum_problems_and_algebraic_invariants.pdf,,,exponential map finite group elements cyclic,"In this article, we study the maximal cross number of long zero-sumfree
sequences in a finite Abelian group. Regarding this inverse-type problem, we
formulate a general conjecture and prove, among other results, that this
conjecture holds true for finite cyclic groups, finite Abelian p-groups and for
finite Abelian groups of rank two. Also, the results obtained here enable us to
improve, via the resolution of a linear integer program, a result of W. Gao and
A. Geroldinger concerning the minimal number of elements with maximal order in
a long zero-sumfree sequence of a finite Abelian group of rank two."
arxiv,The Amit-Ashurst conjecture for finite metacyclic p-groups,,http://arxiv.org/abs/2201.04860v3,http://arxiv.org/pdf/2201.04860v3,/home/admin/dev/VRA/Novelty/math_search/papers/The_Amit-Ashurst_conjecture_for_finite_metacyclic_p-groups.pdf,,,exponential map finite group elements cyclic,"The Amit conjecture about word maps on finite nilpotent groups has been shown
to hold for certain classes of groups. The generalised Amit conjecture says
that the probability of an element occurring in the image of a word map on a
finite nilpotent group G is either 0, or at least 1/|G|. Noting the work of
Ashurst, we name the generalised Amit conjecture the Amit-Ashurst conjecture
and show that the Amit-Ashurst conjecture holds for finite p-groups with a
cyclic maximal subgroup."
arxiv,On the automorphisms of the Drinfeld modular groups,,http://arxiv.org/abs/2401.04604v1,http://arxiv.org/pdf/2401.04604v1,/home/admin/dev/VRA/Novelty/math_search/papers/On_the_automorphisms_of_the_Drinfeld_modular_groups.pdf,,,exponential map finite group elements cyclic,"Let $A$ be the ring of elements in an algebraic function field $K$ over
$\mathbb{F}_q$ which are integral outside a fixed place $\infty$. In contrast
to the classical modular group $SL_2(\mathbb{Z})$ and the Bianchi groups, the
{\it Drinfeld modular group} $G=GL_2(A)$ is not finitely generated and its
automorphism group $\mathrm{Aut}(G)$ is uncountable. Except for the simplest
case $A=\mathbb{F}_q[t]$ not much is known about the generators of
$\mathrm{Aut}(G)$ or even its structure. We find a set of generators of
$\mathrm{Aut}(G)$ for a new case. \par On the way, we show that {\it every}
automorphism of $G$ acts on both, the {\it cusps} and the {\it elliptic points}
of $G$. Generalizing a result of Reiner for $A=\mathbb{F}_q[t]$ we describe for
each cusp an uncountable subgroup of $\mathrm{Aut}(G)$ whose action on $G$ is
essentially defined on the stabilizer of that cusp. In the case where $\delta$
(the degree of $\infty$) is $1$, the elliptic points are related to the
isolated vertices of the quotient graph $G\setminus\mathcal{T}$ of the
Bruhat-Tits tree. We construct an infinite group of automorphisms of $G$ which
fully permutes the isolated vertices with cyclic stabilizer."
arxiv,"On the second cohomology of the norm one group of a p-adic division
  algebra",,http://arxiv.org/abs/2206.12775v1,http://arxiv.org/pdf/2206.12775v1,/home/admin/dev/VRA/Novelty/math_search/papers/On_the_second_cohomology_of_the_norm_one_group_of_a_p-adic_division_algebra.pdf,,,exponential map finite group elements cyclic,"Let $F$ be a $p$-adic field, that is, a finite extension of $\mathbb Q_p$.
Let $D$ be a finite-dimensional central division algebra over $F$ and let
$SL_1(D)$ be the group of elements of reduced norm $1$ in $D$. Prasad and
Raghunathan proved that $H^2(SL_1(D),\mathbb R/\mathbb Z)$ is a cyclic
$p$-group whose order is bounded from below by the number of $p$-power roots of
unity in $F$, unless $D$ is a quaternion algebra over $\mathbb Q_2$. In this
paper we give an explicit upper bound for the order of $H^2(SL_1(D),\mathbb
R/\mathbb Z)$ for $p\geq 5$ and determine $H^2(SL_1(D),\mathbb R/\mathbb Z)$
precisely when $F$ is cyclotomic, $p\geq 19$ and the degree of $D$ is not a
power of $p$."
arxiv,Vertex-reversing maps and almost Sylow-cyclic groups,,http://arxiv.org/abs/2510.07033v1,http://arxiv.org/pdf/2510.07033v1,/home/admin/dev/VRA/Novelty/math_search/papers/Vertex-reversing_maps_and_almost_Sylow-cyclic_groups.pdf,,,exponential map finite group elements cyclic,"A map is \emph{vertex-reversing} if it admits an arc-transitive automorphism
group with dihedral vertex stabilizers. This paper classifies solvable
vertex-reversing maps whose edge number and Euler characteristic are coprime.
The classification establishes that such maps comprise three families: dihedral
maps, cyclic covers of dihedral maps, and cyclic covers of $S_4$-maps. Our
classification based on an explicit characterization of finite almost
Sylow-cyclic groups. While Conder--Potocnik--\v{S}iran provided a
classification for groups acting regularly on maps in
\cite[Theorem~4.1]{reg-ASCAuto}, this work delivers a shorter proof with
explicitly constructed generators and relations for all such groups."
arxiv,The Spectra of Lamplighter Groups and Cayley Machines,,http://arxiv.org/abs/math/0412412v2,http://arxiv.org/pdf/math/0412412v2,/home/admin/dev/VRA/Novelty/math_search/papers/The_Spectra_of_Lamplighter_Groups_and_Cayley_Machines.pdf,,,exponential map finite group elements cyclic,"We calculate the spectra and spectral measures associated to random walks on
restricted wreath products of finite groups with the infinite cyclic group, by
calculating the Kesten-von Neumann-Serre spectral measures for the random walks
on Schreier graphs of certain groups generated by automata. This generalises
the work of Grigorchuk and Zuk on the lamplighter group. In the process we
characterise when the usual spectral measure for a group generated by automata
coincides with the Kesten-von Neumann-Serre spectral measure."
crossref,Elements and cyclic subgroups of finite order of the Cremona group,10.4171/cmh/231,https://doi.org/10.4171/cmh/231,,,2011,Commentarii Mathematici Helvetici,exponential map finite group elements cyclic,"<jats:p>We give the classification of elements – respectively cyclic subgroups – of finite order of the Cremona group, up to conjugation. Natural parametrisations of conjugacy classes, related to fixed curves of positive genus, are provided.</jats:p>"
crossref,A group-theoretic formulation for symmetric finite elements,10.1016/j.finel.2004.10.004,https://doi.org/10.1016/j.finel.2004.10.004,,,2005,Finite Elements in Analysis and Design,exponential map finite group elements cyclic,
crossref,Finite element analysis of steel members under cyclic loading,10.1016/s0168-874x(02)00060-4,https://doi.org/10.1016/s0168-874x(02)00060-4,,,2002,Finite Elements in Analysis and Design,exponential map finite group elements cyclic,
crossref,Rédei Actions on Finite Fields and Multiplication Map in Cyclic Group,10.1137/140993338,https://doi.org/10.1137/140993338,,,2015,SIAM Journal on Discrete Mathematics,exponential map finite group elements cyclic,
crossref,"Maximality Degree Elements of Finite Cyclic Group Zpn, Zpmpn",10.18280/mmep.110928,https://doi.org/10.18280/mmep.110928,,,2024,Mathematical Modelling of Engineering Problems,exponential map finite group elements cyclic,
crossref,The exponential map of a lie group,10.1007/bfb0097835,https://doi.org/10.1007/bfb0097835,,,,Lecture Notes in Mathematics Introduction to Lie Groups and Transformation Groups,exponential map finite group elements cyclic,
crossref,Investigation of effective parameters on composite patch debonding under static and cyclic loading using cohesive elements,10.1016/j.finel.2013.06.003,https://doi.org/10.1016/j.finel.2013.06.003,,,2013,Finite Elements in Analysis and Design,exponential map finite group elements cyclic,
crossref,Blocks with Cyclic Defect Groups,10.1017/9781108349307.007,https://doi.org/10.1017/9781108349307.007,,,,The Block Theory of Finite Group Algebras,exponential map finite group elements cyclic,
crossref,Analysis of behaviour of soils under cyclic loading using EPR-based finite element method,10.1016/j.finel.2012.04.005,https://doi.org/10.1016/j.finel.2012.04.005,,,2012,Finite Elements in Analysis and Design,exponential map finite group elements cyclic,
crossref,4 Basic elements of finite group theory,10.1515/9783111201535-004,https://doi.org/10.1515/9783111201535-004,,,2023,"Discrete, Finite and Lie Groups",exponential map finite group elements cyclic,
crossref,The non-cancellation group of a direct power of a (finite cyclic)-by-cyclic group,10.1007/s00229-004-0474-9,https://doi.org/10.1007/s00229-004-0474-9,http://link.springer.com/content/pdf/10.1007/s00229-004-0474-9.pdf,/home/admin/dev/VRA/Novelty/math_search/papers/The_non-cancellation_group_of_a_direct_power_of_a_finite_cyclic_-by-cyclic_group.pdf,2004,manuscripta mathematica,exponential map finite group elements cyclic,
crossref,Exponential Map and Automorphism Group of a Connected Lie Group,10.2307/2373994,https://doi.org/10.2307/2373994,,,1977,American Journal of Mathematics,exponential map finite group elements cyclic,
crossref,Swan classes and realisable classes for integral group rings over finite cyclic groups,10.54014/vm24-1n5d,https://doi.org/10.54014/vm24-1n5d,,,,,exponential map finite group elements cyclic,
crossref,Cyclic codes and primitive idempotents in the finite cyclic group algebras,10.28919/ejma.2022.2.10,https://doi.org/10.28919/ejma.2022.2.10,,,2022,European Journal of Mathematics and Applications,exponential map finite group elements cyclic,
crossref,Central elements in topological algebras with‎ ‎the exponential map,10.15352/afa/1399900198,https://doi.org/10.15352/afa/1399900198,,,2011,Annals of Functional Analysis,exponential map finite group elements cyclic,
crossref,Almost cyclic elements in cross-characteristic representations of finite groups of Lie type,10.1515/jgth-2018-0162,https://doi.org/10.1515/jgth-2018-0162,,,2019,Journal of Group Theory,exponential map finite group elements cyclic,"<jats:title>Abstract</jats:title>
               <jats:p>This paper is a significant contribution to a general programme aimed to classify all projective irreducible representations of finite simple groups over an algebraically closed field, in which the image of at least one element is represented by an almost cyclic matrix (that is, a square matrix <jats:italic>M</jats:italic> of size <jats:italic>n</jats:italic> over a field <jats:inline-formula id=""j_jgth-2018-0162_ineq_9999_w2aab3b8e1374b1b7b1aab1c15b1b5Aa"">
                     <jats:alternatives>
                        <m:math xmlns:m=""http://www.w3.org/1998/Math/MathML"">
                           <m:mi>𝔽</m:mi>
                        </m:math>
                        <jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""graphic/j_jgth-2018-0162_eq_1062.png"" />
                        <jats:tex-math>{\mathbb{F}}</jats:tex-math>
                     </jats:alternatives>
                  </jats:inline-formula> with the property that there exists <jats:inline-formula id=""j_jgth-2018-0162_ineq_9998_w2aab3b8e1374b1b7b1aab1c15b1b7Aa"">
                     <jats:alternatives>
                        <m:math xmlns:m=""http://www.w3.org/1998/Math/MathML"">
                           <m:mrow>
                              <m:mi>α</m:mi>
                              <m:mo>∈</m:mo>
                              <m:mi>𝔽</m:mi>
                           </m:mrow>
                        </m:math>
                        <jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""graphic/j_jgth-2018-0162_eq_0729.png"" />
                        <jats:tex-math>{\alpha\in\mathbb{F}}</jats:tex-math>
                     </jats:alternatives>
                  </jats:inline-formula> such that <jats:italic>M</jats:italic> is similar to <jats:inline-formula id=""j_jgth-2018-0162_ineq_9997_w2aab3b8e1374b1b7b1aab1c15b1c11Aa"">
                     <jats:alternatives>
                        <m:math xmlns:m=""http://www.w3.org/1998/Math/MathML"">
                           <m:mrow>
                              <m:mi>diag</m:mi>
                              <m:mo>⁡</m:mo>
                              <m:mrow>
                                 <m:mo>(</m:mo>
                                 <m:mrow>
                                    <m:mi>α</m:mi>
                                    <m:mo>⋅</m:mo>
                                    <m:msub>
                                       <m:mi>Id</m:mi>
                                       <m:mi>k</m:mi>
                                    </m:msub>
                                 </m:mrow>
                                 <m:mo>,</m:mo>
                                 <m:msub>
                                    <m:mi>M</m:mi>
                                    <m:mn>1</m:mn>
                                 </m:msub>
                                 <m:mo>)</m:mo>
                              </m:mrow>
                           </m:mrow>
                        </m:math>
                        <jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""graphic/j_jgth-2018-0162_eq_1134.png"" />
                        <jats:tex-math>{\operatorname{diag}(\alpha\cdot\mathrm{Id}_{k},M_{1})}</jats:tex-math>
                     </jats:alternatives>
                  </jats:inline-formula>, where <jats:inline-formula id=""j_jgth-2018-0162_ineq_9996_w2aab3b8e1374b1b7b1aab1c15b1c13Aa"">
                     <jats:alternatives>
                        <m:math xmlns:m=""http://www.w3.org/1998/Math/MathML"">
                           <m:msub>
                              <m:mi>M</m:mi>
                              <m:mn>1</m:mn>
                           </m:msub>
                        </m:math>
                        <jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""graphic/j_jgth-2018-0162_eq_0671.png"" />
                        <jats:tex-math>{M_{1}}</jats:tex-math>
                     </jats:alternatives>
                  </jats:inline-formula> is cyclic and <jats:inline-formula id=""j_jgth-2018-0162_ineq_9995_w2aab3b8e1374b1b7b1aab1c15b1c15Aa"">
                     <jats:alternatives>
                        <m:math xmlns:m=""http://www.w3.org/1998/Math/MathML"">
                           <m:mrow>
                              <m:mn>0</m:mn>
                              <m:mo>≤</m:mo>
                              <m:mi>k</m:mi>
                              <m:mo>≤</m:mo>
                              <m:mi>n</m:mi>
                           </m:mrow>
                        </m:math>
                        <jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""graphic/j_jgth-2018-0162_eq_0353.png"" />
                        <jats:tex-math>{0\leq k\leq n}</jats:tex-math>
                     </jats:alternatives>
                  </jats:inline-formula>).
While a previous paper dealt with the Weil representations of finite classical groups, which play a key role in the general picture, the present paper provides a conclusive answer for all cross-characteristic projective irreducible representations of the finite quasi-simple groups of Lie type and their automorphism groups.</jats:p>"
crossref,Bound for mixed exponential sums associated to binary good cyclic codes,10.1016/j.ffa.2019.04.007,https://doi.org/10.1016/j.ffa.2019.04.007,,,2019,Finite Fields and Their Applications,exponential map finite group elements cyclic,
crossref,A time increment control for return mapping algorithm applied to cyclic viscoplastic constitutive models,10.1016/j.finel.2015.04.006,https://doi.org/10.1016/j.finel.2015.04.006,,,2015,Finite Elements in Analysis and Design,exponential map finite group elements cyclic,
crossref,Appendix 4: Exponential Distribution,10.1002/9781394401727.app4,https://doi.org/10.1002/9781394401727.app4,,,2025,Multi‐physics Optimization,exponential map finite group elements cyclic,
crossref,Notes on a $p$-adic Exponential Map for the Picard Group,10.3836/tjm/1502179262,https://doi.org/10.3836/tjm/1502179262,,,2019,Tokyo Journal of Mathematics,exponential map finite group elements cyclic,
crossref,Graph coloration and group theory in dynamic analysis of symmetric finite element models,10.1016/j.finel.2007.06.002,https://doi.org/10.1016/j.finel.2007.06.002,,,2007,Finite Elements in Analysis and Design,exponential map finite group elements cyclic,
crossref,Technical note: Finite element formulations to map discrete fracture elements in three-dimensional groundwater models,10.5194/hess-2024-289,https://doi.org/10.5194/hess-2024-289,,,2024,,exponential map finite group elements cyclic,"<jats:p>Abstract. Typically, in finite element groundwater models, fractures are represented by two-dimensional triangular or quadrilateral elements. When embedded in a three-dimensional space, the Jacobian matrix governing the transformation from the global three-dimensional space to the local two-dimensional space is rectangular and thus not invertible. There exist different approaches to obtain a unique mapping from local to global space even though the Jacobian matrix is not invertible. These approaches are discussed in this study. It is illustrated that all approaches yield the same result and may be applied to curved elements. The mapping of anisotropic hydraulic conductivity tensors for possibly curved fracture elements is also discussed.
                        </jats:p>"
crossref,Cyclic Shear-Friction Constitutive Model for Finite Element Analysis of Reinforced Concrete Membrane Elements,10.14359/51682348,https://doi.org/10.14359/51682348,,,2011,ACI Structural Journal,exponential map finite group elements cyclic,
crossref,Numerical implementation of bounding-surface model for simulating cyclic inelastic response of metal piping components,10.1016/j.finel.2020.103493,https://doi.org/10.1016/j.finel.2020.103493,,,2021,Finite Elements in Analysis and Design,exponential map finite group elements cyclic,
crossref,Index of the Exponential Map of a Semi-Algebraic Group,10.2307/2373912,https://doi.org/10.2307/2373912,,,1978,American Journal of Mathematics,exponential map finite group elements cyclic,
crossref,An extension of Miyata's Theorem on the transfer map from the classgroup of a finite dihedral group to that of its cyclic maximal subgroup,10.1007/bfb0092497,https://doi.org/10.1007/bfb0092497,,,1981,Lecture Notes in Mathematics Integral Representations and Applications,exponential map finite group elements cyclic,
crossref,Fredholm properties of the $L^{2}$ exponential map on the symplectomorphism group,10.3934/jgm.2016.8.1,https://doi.org/10.3934/jgm.2016.8.1,,,2016,Journal of Geometric Mechanics,exponential map finite group elements cyclic,
crossref,"Finite-dimensional representations of the quantum group GL<sub>p,q</sub>(2) using the exponential map from U<sub>p,q</sub>(gl(2))",10.1088/0305-4470/28/10/013,https://doi.org/10.1088/0305-4470/28/10/013,,,1995,Journal of Physics A: Mathematical and General,exponential map finite group elements cyclic,
crossref,Changing the Ground Ring: Splitting Fields and the Decomposition Map,10.1017/cbo9781316677216.010,https://doi.org/10.1017/cbo9781316677216.010,,,2016,A Course in Finite Group Representation Theory,exponential map finite group elements cyclic,
crossref,Wavelet transformation based multi-time scale crystal plasticity FEM for cyclic deformation in titanium alloys under dwell load,10.1016/j.finel.2010.12.014,https://doi.org/10.1016/j.finel.2010.12.014,,,2011,Finite Elements in Analysis and Design,exponential map finite group elements cyclic,
crossref,6. Finite element modelling of reinforced concrete,10.1680/rceucl.35485.0007,https://doi.org/10.1680/rceucl.35485.0007,,,1996,RC ELEMENTS UNDER CYCLIC LOADING,exponential map finite group elements cyclic,
crossref,Cyclic Chalcogenides Containing Group 13-15 Elements,10.1080/10426500108040532,https://doi.org/10.1080/10426500108040532,,,2001,"Phosphorus, Sulfur, and Silicon and the Related Elements",exponential map finite group elements cyclic,
crossref,Numerical analysis of dynamic behavior of stream turbine blade group,10.1016/s0168-874x(99)00074-8,https://doi.org/10.1016/s0168-874x(99)00074-8,,,2000,Finite Elements in Analysis and Design,exponential map finite group elements cyclic,
crossref,Figure 3: Contour map of exponential kernel FD.,10.7717/peerjcs.1873/fig-3,https://doi.org/10.7717/peerjcs.1873/fig-3,,,,,exponential map finite group elements cyclic,
crossref,Benchmarks for Accelerated Cyclic Plasticity Models with Finite Elements,10.3390/met10060781,https://doi.org/10.3390/met10060781,,,2020,Metals,exponential map finite group elements cyclic,"<jats:p>In numerical simulations of components subjected to low-cycle fatigue loading, the material cyclic plasticity behavior must be modelled until complete stabilization, which occurs approximately at half the number of cycles to failure. If the plastic strain per cycle is small, a huge number of cycles must be simulated, which results into a huge and thus unaffordable simulation time. Acceleration techniques for shortening this time are useful, although their accuracy needs to be checked. This work aims to compare different approaches (nonlinear kinematic with “initial” and “stabilized” parameters and combined nonlinear kinematic and isotropic with the speed of stabilization fictitiously increased). It considers two benchmarks taken from the literature, in which the material has opposite cyclic behaviors (hardening, softening). A plane finite element model can be used in both benchmarks, thus permitting a simulation up to complete stabilization. Results confirm that the common approach of considering only the kinematic model (calibrated on “initial” or “stabilized” material state) from the very first cycle could lead to relevant errors. The acceleration technique based on a fictitious increase in the speed of stabilization leads to accurate results. Guidelines for calibrating this technique on a material’s hardening or softening behavior are, finally, proposed.</jats:p>"
crossref,Cheap and stable quadrature on polyhedral elements,10.1016/j.finel.2025.104409,https://doi.org/10.1016/j.finel.2025.104409,,,2025,Finite Elements in Analysis and Design,exponential map finite group elements cyclic,
crossref,Elements of Representation Theory,10.1142/9789811274763_0004,https://doi.org/10.1142/9789811274763_0004,,,2023,Group Theory,exponential map finite group elements cyclic,
crossref,Exponential Finite Elements for a Phase Field Fracture Model,10.1002/pamm.201010053,https://doi.org/10.1002/pamm.201010053,https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1002%2Fpamm.201010053,,2010,PAMM,exponential map finite group elements cyclic,"<jats:title>Abstract</jats:title><jats:p>Sharp interface material models can be related to phase field models by introducing an order parameter, whose value is assigned to the different phases of a material. The elastic material law is coupled to the evolution equation of the order parameter and cracking is addressed as a phase transition problem instead of a moving boundary value problem. A regularization parameter ϵ controls the width of the diffuse cracks represented by the order parameter and the underlying sharp interface model can be recovered from the phase field model by the limit ϵ → 0. However, in numerical simulations using standard finite elements with linear shape functions, the minimum value of ϵ is restricted by the grid size and therefore the discretization of the crack field requires extensive mesh refinement for small values of ϵ. In this work, we construct special 2d shape functions which take into account the exponential character of the crack field and its dependence on the parameter ϵ. Especially in simulations with small values of ϵ and a rather coarse mesh, the elements with exponential shape functions perform significantly better than standard linear elements. (© 2010 Wiley‐VCH Verlag GmbH &amp; Co. KGaA, Weinheim)</jats:p>"
crossref,Cyclic Chalcogenides Containing Group 13–15 Elements,10.1080/10426500108546529,https://doi.org/10.1080/10426500108546529,,,2001,"Phosphorus, Sulfur, and Silicon and the Related Elements",exponential map finite group elements cyclic,
crossref,Finite group actions on 3-manifolds and cyclic branched covers of knots,10.1112/topo.12052,https://doi.org/10.1112/topo.12052,https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1112%2Ftopo.12052,,2018,Journal of Topology,exponential map finite group elements cyclic,
crossref,Finite groups with few non-cyclic subgroups,10.1515/jgt.2007.018,https://doi.org/10.1515/jgt.2007.018,,,2007,Journal of Group Theory,exponential map finite group elements cyclic,
crossref,Exponential finite elements for diffusion–advection problems,10.1002/nme.1249,https://doi.org/10.1002/nme.1249,,,2005,International Journal for Numerical Methods in Engineering,exponential map finite group elements cyclic,"<jats:title>Abstract</jats:title><jats:p>A new finite element method for the solution of the diffusion–advection equation is proposed. The method uses non‐isoparametric exponentially‐varying interpolation functions, based on exact, one‐ and two‐dimensional solutions of the Laplace‐transformed differential equation. Two eight‐noded elements are developed and tested for convergence, stability, Peclet number limit, anisotropy, material heterogeneity, Dirichlet and Neumann boundary conditions and tolerance for mesh distortions. Their performance is compared to that of conventional, eight‐ and 12‐noded polynomial elements.</jats:p><jats:p>The exponential element based on two‐dimensional analytical solutions fails basic tests of convergence. The one based on one‐dimensional solutions performs particularly well. It reduces by about 75% the number of elements and degrees of freedom required for convergence, yielding an error that is one order of magnitude smaller than that of the eight‐noded polynomial element. The exponential element is stable and robust under relatively high degrees of heterogeneity, anisotropy and mesh distortions. Copyright © 2005 John Wiley &amp; Sons, Ltd.</jats:p>"
crossref,"The flabby class group of a finite cyclic
                    group",10.1090/amsip/048/14,https://doi.org/10.1090/amsip/048/14,,,2010,"AMS/IP Studies in Advanced
                        Mathematics Fourth International Congress of Chinese
                    Mathematicians",exponential map finite group elements cyclic,
crossref,"The Complex Exponential, the Natural Exponential and the GD-Exponential - General Examples and Finite Periodicity",10.1016/b978-044450273-5/50047-1,https://doi.org/10.1016/b978-044450273-5/50047-1,,,1999,Biomathematics,exponential map finite group elements cyclic,
crossref,Compound orthomorphisms of the cyclic group,10.1016/j.ffa.2010.04.001,https://doi.org/10.1016/j.ffa.2010.04.001,,,2010,Finite Fields and Their Applications,exponential map finite group elements cyclic,
crossref,Endpoint Map and Exponential Map,10.1017/9781108677325.010,https://doi.org/10.1017/9781108677325.010,,,2019,A Comprehensive Introduction to Sub-Riemannian Geometry,exponential map finite group elements cyclic,
crossref,Two-dimensional simulation of the damped Kuramoto–Sivashinsky equation via radial basis function-generated finite difference scheme combined with an exponential time discretization,10.1016/j.enganabound.2019.06.007,https://doi.org/10.1016/j.enganabound.2019.06.007,,,2019,Engineering Analysis with Boundary Elements,exponential map finite group elements cyclic,
crossref,"A non-cyclic, locally free, free-by-cyclic group all of whose finite factor groups are cyclic",10.1017/s000497270004452x,https://doi.org/10.1017/s000497270004452x,,,1972,Bulletin of the Australian Mathematical Society,exponential map finite group elements cyclic,<jats:p>We construct a group <jats:italic>G</jats:italic> with the properties stated in the title.</jats:p>
crossref,Almost cyclic elements in primitive finite linear groups,10.1007/s40879-024-00767-9,https://doi.org/10.1007/s40879-024-00767-9,https://link.springer.com/content/pdf/10.1007/s40879-024-00767-9.pdf,/home/admin/dev/VRA/Novelty/math_search/papers/Almost_cyclic_elements_in_primitive_finite_linear_groups.pdf,2024,European Journal of Mathematics,exponential map finite group elements cyclic,
crossref,Finite regular semigroups with permutations that map elements to inverses,10.1007/s00233-024-10430-0,https://doi.org/10.1007/s00233-024-10430-0,https://link.springer.com/content/pdf/10.1007/s00233-024-10430-0.pdf,/home/admin/dev/VRA/Novelty/math_search/papers/Finite_regular_semigroups_with_permutations_that_map_elements_to_inverses.pdf,2024,Semigroup Forum,exponential map finite group elements cyclic,"<jats:title>Abstract</jats:title><jats:p>We give an account on what is known on the subject of <jats:italic>permutation matchings</jats:italic>, which are bijections of a finite regular semigroup that map each element to one of its inverses. This includes partial solutions to some open questions, including a related novel combinatorial problem.</jats:p>"
